sel	array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
5	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B11_734672	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B11_734672	high non-clonal	0.37	3.14	0	0.15	33	0.48	0.24	3.08339365	0
2	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A04_777890	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A04_777890	called	0.53	3	0	0.21	20	0.63	0.01	2.968226215	0
3	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G12_863356	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G12_863356	called	0.37	3	0	0.16	33	0.47	0	3.019156283	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C08_730494	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C08_730494	called	0.55	2.02	0	0.27	15	0.55	0.03	1.998032606	0
5	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C12_1365196	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C12_1365196	called	0.59	3.05	0	0.23	18	0.69	0.15	3.061595908	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F02_863286	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F02_863286	called	0.38	3.02	0	0.16	32	0.48	0.01	2.962492056	0
3	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C08_1361932	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C08_1361932	called	0.8	3.01	0	0.29	14	0.86	0.01	3.001694943	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G06_777850	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G06_777850	called	0.28	3.05	0	0.12	44	0.37	0	3.021482868	0
5	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A02_809154	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A02_809154	called	0.84	3	0	0.3	14	0.89	0.01	2.984601341	0
7	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C08_777810	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C08_777810	high non-clonal	0.44	3.03	0	0.18	27	0.54	0.21	2.985639198	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A05_831542	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A05_831542	called	0.73	2	0	0.37	11	0.73	0.01	1.984345735	0
8	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C04_863712	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C04_863712	called	0.73	3.05	0	0.26	16	0.8	0.06	2.994737102	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A03_777774	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A03_777774	called	0.32	3.02	0	0.14	38	0.42	0	3.011684125	0
5	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G10_777806	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G10_777806	called	0.52	3.01	0	0.21	20	0.62	0.01	2.98012188	0
5	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G04_1365354	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G04_1365354	called	0.53	2.68	0	0.22	18	0.6	0.06	2.591837952	0
9	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B07_914080	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B07_914080	called	0.54	3.2	0	0.2	20	0.65	0.1	3.187436803	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H06_831544	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H06_831544	called	0.68	2.96	0	0.26	16	0.76	0.04	2.864282629	0
2	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A02_777868	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A02_777868	called	0.57	3.01	0	0.22	19	0.67	0.02	3.002731677	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G07_809284	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G07_809284	called	0.64	3.03	0	0.24	17	0.73	0.02	3.020097921	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B09_730386	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B09_730386	called	0.4	3.02	0	0.17	30	0.5	0.01	2.964928209	0
2	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C10_777912	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C10_777912	called	0.39	3.01	0	0.16	31	0.49	0.01	2.994119242	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E12_1361838	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E12_1361838	called	0.68	3	0	0.25	16	0.76	0.02	2.961106909	0
2	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F12_1376984	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F12_1376984	called	0.63	3	0	0.24	17	0.72	0.01	3.008663418	0
3	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C07_1365202	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C07_1365202	called	0.65	3	0	0.25	17	0.74	0.01	3.000847975	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A06_809254	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A06_809254	called	1	3	0	0.33	12	1	0.01	2.974274073	0
3	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C01_1306850	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C01_1306850	called	0.82	3	0	0.29	14	0.87	0.01	2.976469697	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H01_863600	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H01_863600	called	0.56	2	0	0.28	14	0.56	0.01	1.974236033	0
8	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E10_913898	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E10_913898	called	0.63	3.08	0	0.23	18	0.72	0.04	3.038900988	0
11	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C02_809228	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C02_809228	called	0.44	3.18	0	0.17	28	0.55	0.02	3.133538882	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D08_1376722	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D08_1376722	called	0.48	3	0	0.19	21	0.58	0.01	2.989998317	0
4	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A03_914098	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A03_914098	called	0.57	2.99	0	0.22	18	0.67	0.02	3.002731677	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B07_863320	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B07_863320	high non-clonal	0.62	2.02	0	0.31	13	0.62	0.37	1.977758631	0
5	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C11_1486796	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C11_1486796	called	0.58	2.79	0	0.23	18	0.65	0.02	2.743452281	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B04_863732	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B04_863732	called	0.75	2.97	0	0.27	15	0.81	0.03	2.913278178	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C10_809212	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C10_809212	called	0.88	3	0	0.31	13	0.92	0.02	2.994024267	0
1	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E02_1301178	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E02_1301178	called	0.63	3.01	0	0.24	17	0.72	0.03	2.978726717	0
13	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D02_913840	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D02_913840	called	0.67	3.19	0	0.24	17	0.77	0.1	3.081951975	0
2	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B09_1361812	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B09_1361812	called	0.72	2.05	0	0.35	11	0.72	0.09	2.016767401	0
12	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G05_1361808	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G05_1361808	called	0.38	3.01	0	0.16	32	0.48	0.11	2.962492056	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D08_932800	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D08_932800	called	0.24	2.05	0	0.12	45	0.24	0.01	1.935419367	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B06_809170	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B06_809170	called	0.47	3.29	0	0.18	26	0.6	0.01	3.197493616	0
2	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E08_777904	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E08_777904	called	0.35	3.04	0	0.15	35	0.45	0.04	3.008652499	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F03_809248	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F03_809248	called	0.46	3	0	0.19	25	0.56	0.01	2.974813966	0
2	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F05_932722	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F05_932722	called	0.22	3.05	0	0.1	55	0.3	0	2.950945549	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H11_863714	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H11_863714	called	0.46	3.02	0	0.19	25	0.57	0.02	2.945214073	0
4	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C03_913844	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C03_913844	called	0.64	3.01	0	0.24	17	0.73	0.08	3.020097921	0
1	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C01_1320638	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C01_1320638	called	0.67	3.01	0	0.25	16	0.75	0.02	3.01113754	0
14	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C01_730394	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C01_730394	high non-clonal	0.66	3.02	0	0.25	17	0.74	0.23	2.941427204	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C06_734716	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C06_734716	called	0.53	3.02	0	0.21	20	0.63	0.05	2.968226215	0
3	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D02_1361820	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D02_1361820	called	0.63	3	0	0.24	17	0.71	0.01	2.937355513	0
5	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E12_809282	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E12_809282	called	0.47	3.46	0	0.18	28	0.61	0.03	3.350717079	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E09_777802	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E09_777802	called	0.46	2.99	0	0.19	25	0.56	0.03	3.004711344	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C06_1320664	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C06_1320664	called	0.46	3.52	0	0.17	29	0.6	0.02	3.452761606	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A09_831524	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A09_831524	called	0.63	3	0	0.24	17	0.72	0.01	2.978726717	0
2	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D09_809220	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D09_809220	called	0.66	2.02	0	0.33	12	0.66	0.05	1.952707916	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C04_831546	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C04_831546	called	0.75	3	0	0.27	15	0.82	0.01	2.978884976	0
3	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A08_734794	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A08_734794	called	0.68	3	0	0.25	16	0.76	0.01	2.961106909	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G08_777836	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G08_777836	called	0.32	2.04	0	0.16	32	0.33	0.01	1.974994704	0
2	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F10_1361954	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F10_1361954	called	0.73	3	0	0.27	15	0.8	0.02	2.994737102	0
2	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E12_863314	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E12_863314	called	0.46	3	0	0.19	25	0.56	0.03	2.974813966	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D02_932808	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D02_932808	called	0.47	3.03	0	0.19	24	0.57	0.18	2.997807181	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A01_831532	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A01_831532	called	0.31	2.2	0	0.15	35	0.33	0.04	2.118197978	0
3	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A03_1306690	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A03_1306690	called	0.66	3.07	0	0.24	17	0.75	0.02	2.970989039	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A03_932678	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A03_932678	called	0.64	3.03	0	0.24	17	0.73	0.02	2.990047445	0
3	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E01_1244888	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E01_1244888	called	0.69	3.01	0	0.26	16	0.77	0.02	3.000068842	0
4	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G12_1344490	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G12_1344490	called	0.92	2.95	0	0.32	13	0.94	0.01	2.852296891	0
2	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F07_863342	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F07_863342	called	0.45	3	0	0.18	26	0.55	0.02	2.980714388	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B10_1320632	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B10_1320632	called	0.68	3.01	0	0.25	16	0.76	0.03	2.961106909	0
3	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G03_1376908	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G03_1376908	called	0.52	2.99	0	0.21	20	0.62	0.03	2.873996811	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G04_777776	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G04_777776	called	0.34	3.04	0	0.14	36	0.44	0	2.933012142	0
2	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F01_730448	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F01_730448	called	0.57	3.01	0	0.22	18	0.67	0.02	3.002731677	0
1	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_D12_1376852	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_D12_1376852	called	1	3.01	0	0.33	12	1	0.05	3.004166024	0
6	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C02_913902	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C02_913902	called	0.48	3.24	0	0.19	25	0.6	0.02	3.219333583	0
6	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C05_913956	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C05_913956	called	0.54	3	0	0.21	19	0.64	0.01	2.985337773	0
2	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C07_863332	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C07_863332	called	0.65	3	0	0.24	17	0.73	0.02	2.960295976	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D04_863404	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D04_863404	called	0.47	3.53	0	0.17	29	0.61	0	3.418406054	0
2	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A01_914040	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A01_914040	called	0.43	2.91	0	0.18	27	0.52	0.01	2.79171317	0
3	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G03_1148584	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G03_1148584	called	0.74	3.01	0	0.27	15	0.81	0.01	2.972130301	0
4	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B12_863598	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B12_863598	called	0.75	3.17	0	0.26	16	0.82	0.03	3.069605529	0
11	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B04_730488	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B04_730488	called	0.35	3.18	0	0.15	35	0.47	0.01	2.978715906	0
3	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_C01_1344436	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_C01_1344436	called	0.7	3.01	0	0.26	16	0.78	0.02	3.008791914	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B03_730452	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B03_730452	called	0.72	2	0	0.36	11	0.72	0.02	1.99670023	0
3	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A11_734676	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A11_734676	called	0.58	3	0	0.22	18	0.67	0.01	2.943273606	0
2	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E01_1301232	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E01_1301232	called	0.7	3.02	0	0.26	16	0.78	0.03	2.978853934	0
3	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D06_1486820	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D06_1486820	called	0.56	3	0	0.22	19	0.65	0.01	2.971946377	0
5	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B04_1306836	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B04_1306836	called	0.68	3	0	0.25	16	0.76	0.01	2.961106909	0
1	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E04_1376918	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E04_1376918	called	0.53	3.01	0	0.21	20	0.63	0.03	2.998057384	0
4	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A05_1376718	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A05_1376718	called	0.72	2.99	0	0.26	15	0.79	0.05	2.957302888	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E08_863666	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E08_863666	called	0.4	3.02	0	0.16	31	0.5	0.03	2.934831709	0
17	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F07_1376970	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F07_1376970	called	0.32	3.18	0	0.14	39	0.43	0.02	3.177294123	0
2	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D05_863380	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D05_863380	called	0.68	3	0	0.25	16	0.76	0.01	2.990866529	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B11_777946	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B11_777946	called	0.56	3	0	0.22	19	0.65	0.03	2.971946377	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D11_1376788	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D11_1376788	called	0.5	3.12	0	0.2	21	0.61	0.04	3.113363578	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D06_1361906	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D06_1361906	called	0.61	3	0	0.23	18	0.7	0.02	3.01417167	0
5	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F10_777800	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F10_777800	called	0.26	3.03	0	0.11	47	0.34	0.01	2.977816574	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E04_730492	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E04_730492	called	0.66	3	0	0.25	17	0.74	0.02	2.941427204	0
2	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B11_1320536	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B11_1320536	high non-clonal	0.77	2.07	0	0.37	11	0.78	0.33	2.011006285	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C06_863742	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C06_863742	called	0.64	3	0	0.24	17	0.73	0.02	2.990047445	0
3	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F10_831608	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F10_831608	called	0.64	3.05	0	0.24	17	0.73	0.14	2.949087891	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D03_863736	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D03_863736	called	0.7	3	0	0.26	16	0.78	0.01	2.978853934	0
2	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B10_913960	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B10_913960	called	0.7	3.01	0	0.26	16	0.78	0.03	2.978853934	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D12_730456	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D12_730456	called	0.67	3	0	0.25	16	0.75	0.03	2.981176221	0
2	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D07_809150	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D07_809150	called	0.49	3	0	0.2	21	0.59	0.11	3.011286084	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E02_777820	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E02_777820	called	0.36	3.16	0	0.15	34	0.47	0.02	3.11110328	0
2	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C12_1244808	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C12_1244808	high non-clonal	0.71	2.01	0	0.35	11	0.71	0.37	1.941236335	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D02_1376818	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D02_1376818	called	0.65	3.01	0	0.25	17	0.74	0.03	3.000847975	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B11_863256	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B11_863256	called	0.48	3	0	0.19	21	0.58	0.01	2.960247337	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F10_1376692	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F10_1376692	called	0.64	3.03	0	0.24	17	0.73	0.04	2.990047445	0
1	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D08_913860	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D08_913860	called	0.52	3	0	0.21	20	0.62	0.02	2.98012188	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A09_777782	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A09_777782	called	0.63	3.45	0	0.22	19	0.75	0.03	3.349780788	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D10_1376686	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D10_1376686	called	0.71	2	0	0.36	11	0.71	0.01	1.988756743	0
8	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E09_863770	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E09_863770	called	0.62	2.84	0	0.24	17	0.7	0.01	2.770246537	0
1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F10_1365176	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F10_1365176	called	0.68	1.96	0	0.35	12	0.68	0.05	1.876714109	0
5	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D07_1244706	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D07_1244706	called	0.58	3.1	0	0.22	19	0.68	0.11	3.07817694	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E05_730482	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E05_730482	called	0.65	3.02	0	0.24	17	0.73	0.05	2.960295976	0
2	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E07_777780	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E07_777780	called	0.67	3	0	0.25	16	0.75	0.02	2.981176221	0
2	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D04_1486780	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D04_1486780	called	0.45	3	0	0.18	26	0.55	0.03	2.980714388	0
6	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G11_1148460	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G11_1148460	called	0.51	3.03	0	0.2	20	0.61	0.03	2.991286846	0
