array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A02_863230	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A02_863230	called	0.62	2.01	0	0.31	13	0.62	0.04	1.99763543588767	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B11_734672	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B11_734672	called	0.59	2.05	0	0.29	14	0.59	0.24	2.03881194420998	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A04_777890	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A04_777890	called	0.65	2	0	0.33	12	0.65	0	1.99215523214045	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G12_863356	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G12_863356	called	0.37	2	0	0.19	25	0.37	0.02	1.96550208495703	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C08_730494	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C08_730494	called	0.55	2.02	0	0.27	15	0.55	0.03	1.99803260566405	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C12_1365196	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C12_1365196	called	0.63	2.05	0	0.31	13	0.63	0.11	2.02985536227295	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F02_863286	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F02_863286	called	0.38	3.02	0	0.16	32	0.48	0.01	2.96249205594411	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C08_1361932	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C08_1361932	called	0.46	2.02	0	0.23	18	0.46	0.02	1.95715581347823	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G06_777850	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G06_777850	called	0.25	2.05	0	0.12	43	0.25	0	2.02122879107626	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A02_809154	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A02_809154	called	0.6	2	0	0.3	14	0.6	0.04	1.99207015364193	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C08_777810	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C08_777810	called	0.52	2.01	0	0.26	16	0.52	0.21	2.00586127596243	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A05_831542	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A05_831542	called	0.73	2	0	0.37	11	0.73	0.01	1.9843457347751	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C04_863712	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C04_863712	called	0.44	2.05	0	0.22	19	0.45	0.1	2.01177908586255	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A03_777774	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A03_777774	called	0.47	2.01	0	0.23	18	0.47	0.01	2.00366382212934	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G10_777806	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G10_777806	called	0.49	2	0	0.25	17	0.49	0.01	1.98704798375389	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G04_1365354	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G04_1365354	called	0.81	1.85	0	0.43	9	0.8	0.03	1.7936948716506	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B07_914080	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B07_914080	called	0.42	2.2	0	0.2	20	0.44	0.1	2.15764952846371	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H06_831544	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H06_831544	called	0.51	1.96	0	0.26	16	0.5	0.04	1.8713313176295	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A02_777868	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A02_777868	called	0.7	2.01	0	0.35	12	0.7	0.01	1.98045191004609	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G07_809284	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G07_809284	called	0.71	2.03	0	0.35	11	0.71	0.04	1.98875674263635	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B09_730386	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B09_730386	called	0.4	3.02	0	0.17	30	0.5	0.01	2.96492820929557	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C10_777912	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C10_777912	called	0.55	2	0	0.28	15	0.55	0.01	1.9781518490631	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E12_1361838	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E12_1361838	called	0.68	3	0	0.25	16	0.76	0.02	2.96110690936436	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F12_1376984	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F12_1376984	called	0.66	2	0	0.33	12	0.66	0.02	1.98274957580465	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C07_1365202	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C07_1365202	called	0.78	2	0	0.39	10	0.78	0	2.01685353426636	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A06_809254	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A06_809254	called	0.69	2	0	0.35	12	0.69	0.03	1.97177927146358	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C01_1306850	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C01_1306850	called	0.78	2	0	0.39	10	0.78	0.01	1.97691715854193	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H01_863600	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H01_863600	called	0.56	2	0	0.28	14	0.56	0.01	1.97423603292461	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E10_913898	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E10_913898	called	0.48	2.08	0	0.23	18	0.49	0.04	2.02593399215835	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C02_809228	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C02_809228	called	0.36	2.18	0	0.17	28	0.38	0.09	2.10801706638864	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D08_1376722	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D08_1376722	called	0.43	2	0	0.22	19	0.43	0.02	1.96605683391113	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A03_914098	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A03_914098	called	0.67	2	0	0.33	12	0.67	0.02	2.01279123604411	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B07_863320	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B07_863320	called	0.62	2.02	0	0.31	13	0.62	0.37	1.97775863119203	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C11_1486796	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C11_1486796	called	0.45	1.79	0	0.23	18	0.42	0.02	1.73048528496859	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B04_863732	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B04_863732	called	0.54	1.97	0	0.27	15	0.54	0.08	1.90621905455172	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C10_809212	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C10_809212	called	0.61	2	0	0.3	13	0.61	0.07	1.9526245217338	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E02_1301178	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E02_1301178	called	0.63	3.01	0	0.24	17	0.72	0.03	2.978726716981	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D02_913840	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D02_913840	called	0.78	2.13	0	0.37	11	0.79	0.07	2.03712324927003	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B09_1361812	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B09_1361812	called	0.61	2.05	0	0.3	14	0.62	0.09	2.0051195365037	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G05_1361808	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G05_1361808	called	0.35	2.01	0	0.18	28	0.35	0.22	1.97422886794991	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D08_932800	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D08_932800	called	0.51	2.02	0	0.25	16	0.51	0.01	1.98705858391556	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B06_809170	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B06_809170	called	0.4	2.29	0	0.19	24	0.44	0.01	2.23900132568733	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E08_777904	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E08_777904	called	0.3	2.03	0	0.15	35	0.3	0.03	1.93890938826099	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F03_809248	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F03_809248	called	0.6	2	0	0.3	14	0.6	0	2.01209079152941	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F05_932722	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F05_932722	called	0.55	3.02	0	0.22	19	0.65	0.01	3.00181493449486	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H11_863714	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H11_863714	called	0.87	2.01	0	0.43	9	0.87	0.02	1.97533485865319	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C03_913844	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C03_913844	called	0.8	2.01	0	0.4	10	0.8	0.08	2.00743231194904	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C01_1320638	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C01_1320638	called	0.67	3.01	0	0.25	16	0.75	0.02	3.01113753974565	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C01_730394	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C01_730394	called	0.38	2.02	0	0.19	25	0.38	0.15	1.94594501244535	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C06_734716	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C06_734716	called	0.4	2.02	0	0.2	21	0.41	0.04	1.96149957133065	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D02_1361820	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D02_1361820	called	0.49	2	0	0.25	17	0.49	0.04	1.96727652596716	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E12_809282	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E12_809282	called	0.43	2.46	0	0.2	21	0.48	0.05	2.35132127708179	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E09_777802	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E09_777802	called	0.37	1.99	0	0.19	25	0.37	0.04	1.96550208495703	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C06_1320664	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C06_1320664	called	0.75	2.27	0	0.34	12	0.77	0.04	2.22250566173633	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A09_831524	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A09_831524	called	0.52	2	0	0.26	16	0.52	0.11	1.98590262279049	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D09_809220	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D09_809220	called	0.65	2.02	0	0.32	12	0.66	0.04	1.97233295638319	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C04_831546	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C04_831546	called	0.65	2	0	0.33	12	0.65	0.02	1.99215523214045	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A08_734794	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A08_734794	called	0.53	2	0	0.27	15	0.53	0.01	1.96427206747141	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G08_777836	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G08_777836	called	0.32	2.04	0	0.16	32	0.33	0.01	1.97499470396274	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F10_1361954	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F10_1361954	called	0.79	2	0	0.39	10	0.79	0.02	2.00226225031811	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E12_863314	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E12_863314	called	0.6	2	0	0.3	13	0.6	0.01	1.97224872442987	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D02_932808	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D02_932808	called	0.51	2.03	0	0.25	16	0.51	0.17	2.00702885468994	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A01_831532	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A01_831532	called	0.31	2.2	0	0.15	35	0.33	0.04	2.11819797793378	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A03_1306690	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A03_1306690	called	0.29	3.12	0	0.12	43	0.39	0.02	3.04169818743261	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A03_932678	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A03_932678	called	0.74	2.02	0	0.37	11	0.74	0.03	2.01152855305969	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E01_1244888	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E01_1244888	called	0.57	2.01	0	0.29	14	0.57	0.04	1.98949548575325	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G12_1344490	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G12_1344490	called	0.64	1.95	0	0.32	12	0.63	0.02	1.86258293484679	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F07_863342	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F07_863342	called	0.7	2	0	0.35	11	0.7	0	1.98045191004609	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B10_1320632	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B10_1320632	called	0.51	2.01	0	0.26	16	0.52	0.04	1.96728702065546	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G03_1376908	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G03_1376908	called	0.82	2	0	0.41	10	0.82	0.03	1.93779176883875	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G04_777776	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G04_777776	called	0.44	2.03	0	0.22	19	0.44	0.02	1.99176154949827	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F01_730448	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F01_730448	called	0.43	2.01	0	0.22	19	0.43	0.02	1.98581603358891	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_D12_1376852	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_D12_1376852	called	1	3.01	0	0.33	12	1	0.05	3.00416602394643	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C02_913902	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C02_913902	called	0.76	2.12	0	0.36	11	0.77	0.11	2.09307700791346	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C05_913956	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C05_913956	called	0.54	2	0	0.27	15	0.54	0.01	2.00133380459351	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C07_863332	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C07_863332	called	0.72	2	0	0.36	11	0.72	0.03	1.97683273081218	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D04_863404	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D04_863404	called	0.38	2.53	0	0.17	29	0.44	0	2.44985767174896	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A01_914040	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A01_914040	called	0.7	1.95	0	0.36	11	0.7	0.02	1.89446470036167	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G03_1148584	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G03_1148584	called	0.66	2.01	0	0.33	12	0.66	0.02	2.00267654032755	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B12_863598	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B12_863598	called	0.55	2.17	0	0.26	15	0.57	0.04	2.05480613386678	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B04_730488	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B04_730488	called	0.72	2.08	0	0.35	11	0.73	0.11	1.97683273081218	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_C01_1344436	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_C01_1344436	called	0.55	2.01	0	0.28	15	0.55	0.02	1.9781518490631	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B03_730452	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B03_730452	called	0.72	2	0	0.36	11	0.72	0.02	1.99670023005429	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A11_734676	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A11_734676	called	0.67	2	0	0.34	12	0.67	0.03	1.9729352992139	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E01_1301232	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E01_1301232	called	0.53	2.02	0	0.27	15	0.54	0.01	1.96427206747141	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D06_1486820	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D06_1486820	called	0.45	2	0	0.23	18	0.45	0.04	1.97682555641344	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B04_1306836	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B04_1306836	called	0.69	2	0	0.35	12	0.69	0.28	1.99159598259489	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E04_1376918	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E04_1376918	called	0.53	3.01	0	0.21	20	0.63	0.03	2.99805738443685	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A05_1376718	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A05_1376718	called	0.56	1.99	0	0.28	15	0.55	0.05	1.95846890929554	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E08_863666	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E08_863666	called	0.64	2.01	0	0.32	13	0.65	0.06	1.96150669010752	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F07_1376970	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F07_1376970	called	0.28	2.18	0	0.13	39	0.29	0.25	2.14282626868989	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D05_863380	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D05_863380	called	0.66	2	0	0.33	12	0.66	0.02	1.98274957580465	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B11_777946	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B11_777946	called	0.6	2	0	0.3	14	0.6	0.05	1.99207015364193	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D11_1376788	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D11_1376788	called	0.39	2.12	0	0.19	24	0.4	0.05	2.10372433777876	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D06_1361906	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D06_1361906	called	0.61	3	0	0.23	18	0.7	0.02	3.01417166984164	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F10_777800	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F10_777800	called	0.34	2.02	0	0.17	29	0.34	0.01	1.99609014287008	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E04_730492	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E04_730492	called	0.66	3	0	0.25	17	0.74	0.02	2.94142720434611	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B11_1320536	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B11_1320536	called	0.75	2.08	0	0.36	11	0.76	0.32	2.01842585426195	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C06_863742	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C06_863742	called	0.78	2	0	0.39	10	0.78	0.01	1.97691715854193	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F10_831608	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F10_831608	called	0.49	2.05	0	0.24	17	0.49	0.14	1.94649598408544	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D03_863736	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D03_863736	called	0.69	2	0	0.35	12	0.69	0.01	1.97177927146358	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B10_913960	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B10_913960	called	0.83	2	0	0.41	10	0.83	0.01	2.00104675632628	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D12_730456	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D12_730456	called	0.67	3	0	0.25	16	0.75	0.03	2.98117622062106	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D07_809150	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D07_809150	called	0.7	2	0	0.35	11	0.7	0.12	1.98045191004609	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E02_777820	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E02_777820	called	0.28	2.15	0	0.13	39	0.29	0.07	2.04834945344668	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C12_1244808	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C12_1244808	called	0.76	2	0	0.38	10	0.77	0.37	1.94558587793025	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D02_1376818	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D02_1376818	called	0.71	2	0	0.36	11	0.71	0.08	1.98875674263635	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B11_863256	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B11_863256	called	0.64	2	0	0.32	13	0.64	0.04	1.98122016007982	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F10_1376692	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F10_1376692	called	0.72	2.03	0	0.36	11	0.72	0.04	1.99670023005429	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D08_913860	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D08_913860	called	0.52	3	0	0.21	20	0.62	0.02	2.98012188014061	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A09_777782	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A09_777782	called	0.49	2.45	0	0.22	19	0.54	0.03	2.32826121088694	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D10_1376686	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D10_1376686	called	0.71	2	0	0.36	11	0.71	0.01	1.98875674263635	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E09_863770	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E09_863770	called	0.54	1.84	0	0.28	14	0.52	0.02	1.78007490830554	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F10_1365176	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F10_1365176	called	0.68	1.96	0	0.35	12	0.68	0.05	1.87671410924838	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D07_1244706	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D07_1244706	called	0.45	2.1	0	0.22	19	0.46	0.1	2.08229616538456	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E05_730482	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E05_730482	called	0.65	3.02	0	0.24	17	0.73	0.05	2.96029597579661	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E07_777780	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E07_777780	called	0.53	2	0	0.27	15	0.53	0	1.96427206747141	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D04_1486780	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D04_1486780	called	0.67	2	0	0.34	12	0.67	0	1.9729352992139	0
